date,r
2014-09-25,-0.0010824081851246957
2014-09-26,-0.0010423265876018943
2014-09-29,-0.001205123729207953
2014-09-30,0.001130840152263239
2014-10-01,-8.203718930921273e-05
2014-10-02,0.0007389240871945892
2014-10-03,0.0020028330854544125
2014-10-06,-0.00041979183826826316
2014-10-07,-0.0009445109333097242
2014-10-08,0.0013022931918094107
2014-10-09,-0.0012248423344157812
2014-10-10,-0.0009615860392271135
2014-10-13,7.183459117793332e-05
2014-10-14,-0.0006666596715609022
2014-10-15,-0.0003138087590714298
2014-10-16,1.4953109993149663e-05
2014-10-17,0.001663255385597703
2014-10-20,0.0005896971238833718
2014-10-21,0.0016245655092804786
2014-10-22,-0.0009101057812758062
2014-10-23,0.0010244949694182004
2014-10-24,0.0004679958552355704
2014-10-27,4.872272527649775e-05
2014-10-28,0.0002694765137047896
2014-10-29,-0.0005292405491037473
2014-10-30,-3.926874391818766e-06
2014-10-31,0.0009312763178825738
2014-11-03,-0.00015071313401282045
2014-11-04,-0.0004572414484030356
2014-11-05,0.00011758127028871704
2014-11-06,8.2676531965923e-05
2014-11-07,-0.0002859538037877205
2014-11-10,0.0005633870180013408
2014-11-11,1.5296126896692106e-06
2014-11-12,4.536643150574888e-05
2014-11-13,-0.0003648161057512671
2014-11-14,-0.0001243569322570152
2014-11-17,-0.00042654784870809913
2014-11-18,-0.00025791242150410013
2014-11-19,0.00017971785514371658
2014-11-20,0.000371154327392664
2014-11-21,0.0011253975185671974
2014-11-24,0.0011557471981124886
2014-11-25,0.00032502260860035745
2014-11-26,0.0002532978788115267
2014-11-27,2.4372919230112913e-05
2014-11-28,-0.0003987913746901142
2014-12-01,-0.0007120494634070486
2014-12-02,0.0002967153960439573
2014-12-03,0.0003431254467335429
2014-12-04,-0.00014559818227960017
2014-12-05,-0.00031818385625631735
2014-12-08,-0.0009750896121305988
2014-12-09,-0.00011181559654312097
2014-12-10,-0.0015276047009562508
2014-12-11,-0.0003332933675008806
2014-12-12,-0.0016432717177338179
2014-12-15,-0.000915174299816194
2014-12-16,-0.0007177227371753323
2014-12-17,0.0030640136113831585
2014-12-18,0.002136136550063302
2014-12-19,0.0003456746365506617
2014-12-22,-0.00018824872620059452
2014-12-23,0.00022785021202386302
2014-12-24,6.57360501963013e-05
2014-12-25,1.9501861279140986e-05
2014-12-26,9.353322397799177e-05
2014-12-29,-0.0005788542272566652
2014-12-30,-0.00032103294818103354
2014-12-31,0.00011868825226588941
2015-01-01,2.5759978972799803e-05
2015-01-02,-0.0003834008575947231
2015-01-05,-0.001023255656978261
2015-01-06,-0.0010456765001442985
2015-01-07,0.0007607709452032402
2015-01-08,0.0006873155130707049
2015-01-09,-0.0003824713935119669
2015-01-12,-0.000555175550653123
2015-01-13,-0.0003179263212821919
2015-01-14,4.5749775906595896e-05
2015-01-15,-0.0006859299527012427
2015-01-16,0.00047283502994791113
2015-01-19,3.653771380051378e-05
2015-01-20,-9.662335385978162e-06
2015-01-21,0.0009503926230301236
2015-01-22,0.0010350793666868373
2015-01-23,0.0001585285210889457
2015-01-26,0.000980934120672989
2015-01-27,-0.0005571928490380128
2015-01-28,-0.000843489225666696
2015-01-29,0.0003776942002344717
2015-01-30,-0.001125700544187937
2015-02-02,0.0009492197374166975
2015-02-03,0.0016308682389465268
2015-02-04,-0.0012746232492234014
2015-02-05,0.0008962587770723562
2015-02-06,-1.3844647677440558e-05
2015-02-09,-0.00014445795074137125
2015-02-10,0.0001853602314048575
2015-02-11,-0.0003206313457826169
2015-02-12,0.0006465807644780795
2015-02-13,0.0003315435673433984
2015-02-16,4.893719786096968e-05
2015-02-17,-0.00018223509454236785
2015-02-18,0.0005185171000285346
2015-02-19,-2.4585135102445496e-05
2015-02-20,0.0003660200136798467
2015-02-23,-3.6421809346381387e-06
2015-02-24,0.0007808196693357882
2015-02-25,0.00013730165224609374
2015-02-26,0.00015085100234266452
2015-02-27,8.6965762351993e-05
2015-03-02,0.000313592830054843
2015-03-03,-0.00045862717669928153
2015-03-04,2.4603967365723168e-05
2015-03-05,0.0007332962926754702
2015-03-06,-0.0008472402196554287
2015-03-09,-0.000664737764779968
2015-03-10,-0.0006154785864545628
2015-03-11,-4.139853368002927e-05
2015-03-12,0.000531056861450146
2015-03-13,-0.000832589686754909
2015-03-16,0.00033939288674459056
2015-03-17,4.559712637682837e-05
2015-03-18,0.0012944178829366873
2015-03-19,-0.00040303361101934744
2015-03-20,0.0005306444852411378
2015-03-23,0.0003141267607632542
2015-03-24,-3.936904169769218e-06
2015-03-25,-0.0008359798114970519
2015-03-26,7.775467316168202e-05
2015-03-27,-0.00014131657693222826
2015-03-30,0.0003675977303322919
2015-03-31,0.00017346448907128043
2015-04-01,0.0002532428356332039
2015-04-02,0.000376231938680217
2015-04-03,1.2648709453175825e-05
2015-04-06,0.000738812409845676
2015-04-07,0.0005147087612234982
2015-04-08,-0.00014259432199270906
2015-04-09,-2.033724797768912e-05
2015-04-10,-7.18272228398758e-05
2015-04-13,-0.000556124421092012
2015-04-14,0.00010449180103425061
2015-04-15,0.0006168986731918391
2015-04-16,-0.0003885448472466504
2015-04-17,-0.0009876890598551013
2015-04-20,0.0005441379054588031
2015-04-21,0.00021656214145606903
2015-04-22,0.0002826036010525813
2015-04-23,0.00010222026329630637
2015-04-24,0.00012939247428943638
2015-04-27,8.877563478446607e-05
2015-04-28,-5.428047161467496e-05
2015-04-29,-0.000726950222589666
2015-04-30,-0.00034218116078093365
2015-05-01,0.00030889428980198806
2015-05-04,3.378184620241404e-05
2015-05-05,-0.0004781543828320247
2015-05-06,-0.0007500269770062318
2015-05-07,-0.0001985006174415838
2015-05-08,0.0013808539972326801
2015-05-11,-0.0008225345117195542
2015-05-12,-0.00011021540987133555
2015-05-13,-0.00017906065120590562
2015-05-14,0.0008724788951873724
2015-05-15,0.0006215738493353254
2015-05-18,-0.00030281298815439404
2015-05-19,-0.0001788735190879831
2015-05-20,-0.00025282247939112726
2015-05-21,0.0004354151521803639
2015-05-22,-0.00015210647049428185
2015-05-25,3.5739743367821595e-05
2015-05-26,-8.571198556170639e-05
2015-05-27,0.0005696948503628708
2015-05-28,-0.0005177097664140665
2015-05-29,2.0069603190833037e-05
2015-06-01,0.00020051386147198986
2015-06-02,-0.0001142942282649706
2015-06-03,-0.0005962798544935475
2015-06-04,-0.00041673455445045325
2015-06-05,-0.00037667541379240006
2015-06-08,-0.0005905619627073143
2015-06-09,0.00024299432075378577
2015-06-10,0.0007517327301312191
2015-06-11,0.00020527094957051292
2015-06-12,-0.0007918541424314716
2015-06-15,-0.0010905184937082672
2015-06-16,0.0005458251333805681
2015-06-17,-0.00044792671061573376
2015-06-18,0.0007967367575378804
2015-06-19,4.025545162687934e-05
2015-06-22,0.001469499752650728
2015-06-23,1.0067393137795268e-05
2015-06-24,-0.0008581919649861276
2015-06-25,-8.598825211941489e-06
2015-06-26,-0.00013231663763254277
2015-06-29,-0.0020508904245314184
2015-06-30,0.0009762621179314724
2015-07-01,0.0007076702971977574
2015-07-02,0.00024927080916874764
2015-07-03,3.744215134602531e-05
2015-07-06,-0.0015830424250924773
2015-07-07,0.0002617715365652484
2015-07-08,-0.0010270447252216759
2015-07-09,0.0002609600613993865
2015-07-10,0.0015989542708452027
2015-07-13,0.0007909097737578742
2015-07-14,0.00022035438718017282
2015-07-15,5.075380447907963e-05
2015-07-16,0.0010690056200874664
2015-07-17,-0.00023561125001473986
2015-07-20,-0.00018648091630094022
2015-07-21,-0.0002171340686511808
2015-07-22,-0.000917426659411495
2015-07-23,-0.00047902068335646904
2015-07-24,-0.0008856941713748631
2015-07-27,-0.0007281296100656015
2015-07-28,0.001117390381125883
2015-07-29,0.00037151853266684015
2015-07-30,-0.00046545127368443273
2015-07-31,0.00039202677659802744
2015-08-03,-0.0005682266377208562
2015-08-04,-0.0002104945224275439
2015-08-05,0.00010603693983078469
2015-08-06,-0.0010048109091951364
2015-08-07,-0.0003425271157113376
2015-08-10,0.0007185601953999492
2015-08-12,-0.0010034314641586208
2015-08-13,-0.0002370988132594733
2015-08-14,0.00010083678142323892
2015-08-17,-1.4692672887056446e-05
2015-08-18,-0.0006074533210815263
2015-08-19,-0.000536767701732307
2015-08-20,-0.0006416693238298929
2015-08-21,-0.000936793631771817
2015-08-24,-0.0023482092741597695
2015-08-25,0.0004461019595754408
2015-08-26,0.0020439732858353464
2015-08-27,0.0017330312731263723
2015-08-28,-0.0005612226367494608
2015-08-31,-0.00063844068006883
2015-09-01,-0.00124201372334436
2015-09-02,0.0008405973551913865
2015-09-03,0.0003728605605094648
2015-09-04,-0.0005891408615952232
2015-09-07,7.347571676389646e-05
2015-09-08,0.0017959905527220234
2015-09-09,-0.0006733645093164056
2015-09-10,0.0005508471098252668
2015-09-11,7.052177552653084e-05
2015-09-14,7.615842066442879e-05
2015-09-15,0.00039808184809408655
2015-09-16,0.0006736701756647091
2015-09-17,0.00023308557758435926
2015-09-18,-0.0006681373220613122
2015-09-21,0.0006365089633308309
2015-09-22,-0.0009461984829361763
2015-09-23,-0.000496926117662277
2015-09-24,-0.0008320244525511645
2015-09-25,-0.0011023279672894004
2015-09-28,-0.0020104339924598086
2015-09-29,-0.00030978192281462725
2015-09-30,-3.427471015515341e-05
2015-10-01,-0.0005845042516835293
2015-10-02,0.0009868049281377418
2015-10-05,0.002697923213484411
2015-10-06,1.9245944899668667e-05
2015-10-07,0.0019260835432450207
2015-10-08,0.0009716830314106597
2015-10-09,6.109559483066496e-05
2015-10-12,6.596807904780228e-05
2015-10-13,-0.001134630080634754
2015-10-14,-0.0007080724507338901
2015-10-15,0.0012090676244010114
2015-10-16,0.0008319447317482606
2015-10-19,0.0007000737534627543
2015-10-20,-0.0005190722019731163
2015-10-21,-0.0006240682454827104
2015-10-22,0.0011670105074582666
2015-10-23,0.001208814816866417
2015-10-26,-5.66997728543684e-05
2015-10-27,-0.00020946047462457656
2015-10-28,0.0004941377365992611
2015-10-29,-0.0005346344779453004
2015-10-30,-0.00011793903142546342
2015-11-02,0.0011075893847489317
2015-11-03,0.000597827379466468
2015-11-04,-0.0009652188338752951
2015-11-05,-0.0003252257211687125
2015-11-06,-0.0005695392897498169
2015-11-09,-0.0005899351113104845
2015-11-10,-0.0001223077444491303
2015-11-11,3.0483386320877295e-05
2015-11-12,-0.001081139172596973
2015-11-13,-0.0010389282968427936
2015-11-16,0.0012914239658745592
2015-11-17,-0.00017642113898607936
2015-11-18,0.0008009085311096137
2015-11-19,-0.001445488536164152
2015-11-20,0.00022477730351647287
2015-11-23,-0.00016139407628400026
2015-11-24,-9.385446354039651e-05
2015-11-25,0.0003448093906374306
2015-11-26,2.446050022842638e-05
2015-11-27,4.890317363953812e-05
2015-11-30,0.0003230465932915241
2015-12-01,0.0015961847160403846
2015-12-02,-0.0006895790561743862
2015-12-03,-0.000621955992020226
2015-12-04,0.0007388414639169083
2015-12-07,-0.0005280683327631712
2015-12-08,-0.001224139696240041
2015-12-09,1.563849685234106e-05
2015-12-10,-0.0008649833280954239
2015-12-11,-0.004002929758727435
2015-12-14,0.001751964997963738
2015-12-15,0.0011089473431604572
2015-12-16,0.0005021386299768525
2015-12-17,-0.0022568911727720987
2015-12-18,-0.0004395543025488926
2015-12-21,0.0001695566595649708
2015-12-22,0.0012709286705563459
2015-12-23,0.0012114176451993388
2015-12-24,0.00014705405665840977
2015-12-25,2.528370148564089e-05
2015-12-28,-0.0003305651894333863
2015-12-29,0.0010012741144589381
2015-12-30,4.51308968468158e-05
2015-12-31,5.141672790249197e-05
2016-01-01,2.7727755011150493e-05
2016-01-04,-0.0009086161217400459
2016-01-05,-6.852873186821193e-05
2016-01-06,-0.00087413728623714
2016-01-07,-0.0015618185881010314
2016-01-08,-0.0012335829557415983
2016-01-11,0.0002100237853397947
2016-01-12,-8.461036719252484e-05
2016-01-13,-0.0025722446423414916
2016-01-14,0.0003309725978257361
2016-01-15,-0.002778204256803496
2016-01-18,8.40037417670221e-05
2016-01-19,-0.00029696379291181744
2016-01-20,-0.0002384956900129037
2016-01-21,0.0010481073952063903
2016-01-22,0.0021765123892177247
2016-01-25,-0.0010773646051395868
2016-01-26,0.0012520893730278177
2016-01-27,-0.00040909511574258544
2016-01-28,0.00093794942578043
2016-01-29,0.0005988493099490056
2016-02-01,-0.0009489501935307128
2016-02-02,-0.001988800858267636
2016-02-03,0.00030938471512770006
2016-02-04,-0.000725699728103709
2016-02-05,-0.002450356137407312
2016-02-08,-0.0025253658365814655
2016-02-09,0.0004467450366220639
2016-02-10,-0.0008389549669126398
2016-02-11,-0.0013902057219631508
2016-02-12,0.0012784486071708368
2016-02-15,0.0001166707334066862
2016-02-16,0.00033456818065926444
2016-02-17,0.001752862202830642
2016-02-18,0.00039431721069935134
2016-02-19,-0.0007049621091508452
2016-02-22,0.0020380628695953803
2016-02-23,-0.000617695428918981
2016-02-24,-0.00015219419785526703
2016-02-25,0.0011381455059575765
2016-02-26,0.0014876641410459138
2016-02-29,0.0011063947704559277
2016-03-01,0.0025097109738926055
2016-03-02,0.0008496717002034107
2016-03-03,0.0010790225633300142
2016-03-04,0.001369700866927451
2016-03-07,0.0006260907907659099
2016-03-08,-0.0012389339319760257
2016-03-09,0.0003708105549969877
2016-03-10,0.002521932724907052
2016-03-11,0.0036311419935771776
2016-03-14,-0.0008339091118493906
2016-03-15,-0.0018556104035227985
2016-03-16,0.0015191020871412144
2016-03-17,0.001121067748479593
2016-03-18,-0.0007457915719909933
2016-03-21,5.6241538384106806e-05
2016-03-22,-0.0015363714855195071
2016-03-23,-0.0002774187648124815
2016-03-24,-0.0009440276279851802
2016-03-25,1.7566031248241734e-05
2016-03-28,8.007703735207689e-05
2016-03-29,0.0003384301251216707
2016-03-30,0.002141540970989058
2016-03-31,-0.00012818137388414527
2016-04-01,0.0015749572240459822
2016-04-04,-0.0003008794100610059
2016-04-05,-0.0016600584174339267
2016-04-06,0.0009461722205465811
2016-04-07,-0.0021720983080603367
2016-04-08,-4.360774212209207e-07
2016-04-11,0.0005533467133172378
2016-04-12,0.0008346310803817263
2016-04-13,0.00031080043341986886
2016-04-14,3.529918769950462e-05
2016-04-15,-0.0005769716664083597
2016-04-18,0.0012915776638315214
2016-04-19,0.0010438417663411286
2016-04-20,0.0013434897638224565
2016-04-21,-0.0005340026521316585
2016-04-22,0.00048611525810148893
2016-04-25,-0.0007076971141937655
2016-04-26,5.2957846977249486e-05
2016-04-27,0.0003640832944022596
2016-04-28,-0.0011207417064224526
2016-04-29,-0.0005478121791836682
2016-05-02,-0.0001835410381859054
2016-05-03,-0.001636777680130597
2016-05-04,-0.0009574397271223877
2016-05-05,-0.0006123137002178003
2016-05-06,-0.00022998879062140296
2016-05-09,0.0006732858439132877
2016-05-10,0.0017726127291295725
2016-05-11,-0.0006514899453204303
2016-05-12,0.0003562252239405168
2016-05-13,-0.0009786216127545733
2016-05-16,0.000880081024711759
2016-05-17,-0.0004406674175607486
2016-05-18,-0.0005995402596517884
2016-05-19,-0.0006480441085137933
2016-05-20,0.0006132296251793093
2016-05-23,0.00023621808062718918
2016-05-24,0.0018884200866403733
2016-05-25,0.0012173256285366312
2016-05-26,7.417172283926654e-05
2016-05-27,0.00031333316576245243
2016-05-30,5.4954448758535434e-05
2016-05-31,-8.916811119478573e-05
2016-06-01,-0.00030483661075284175
2016-06-02,5.470514323423735e-05
2016-06-03,4.276763332020522e-06
2016-06-06,0.0014473018290505882
2016-06-07,0.0004112148660273147
2016-06-08,8.442327977008457e-05
2016-06-09,-0.0010753333642666558
2016-06-10,-0.0013714336160770646
2016-06-13,-0.0013119050554247517
2016-06-14,-0.0011318710052922595
2016-06-15,-0.00043420714592303053
2016-06-16,0.0009961518411710662
2016-06-17,0.00016495835871152298
2016-06-20,0.0012948677544853862
2016-06-21,0.0008359699897242327
2016-06-22,-0.0002025252881121118
2016-06-23,0.0012969664138827352
2016-06-24,-0.005040233520955943
2016-06-27,-0.001857364859906416
2016-06-28,0.0030248212050085306
2016-06-29,0.0017949730184095268
2016-06-30,0.0016465641046001813
2016-07-01,0.00042100496641013876
2016-07-04,6.25203559452069e-05
2016-07-05,-0.001012014375629801
2016-07-06,0.001029458704945524
2016-07-07,1.6334078916468768e-05
2016-07-08,0.0018876861672102582
2016-07-11,0.0003600583889203662
2016-07-12,0.0005931366343901602
2016-07-13,-4.196648770005949e-05
2016-07-14,5.96533928997255e-05
2016-07-15,-0.00045811784704337724
2016-07-18,0.0005358958791665549
2016-07-19,-7.03391352936345e-05
2016-07-20,0.0006136445440608842
2016-07-21,-0.0006334429603846464
2016-07-22,0.0003681139100466354
2016-07-25,-0.0012467289842384211
2016-07-26,-0.000481022769677232
2016-07-27,0.0005024534164731115
2016-07-28,-0.0003533350741638904
2016-07-29,0.0010596362978172514
2016-08-01,-0.0013087225837484034
2016-08-02,-0.0008005924514624809
2016-08-03,0.000878645036847727
2016-08-04,0.0008000111599570417
2016-08-05,0.0012205760685061713
2016-08-08,-0.0002506998445500944
2016-08-09,3.867213053249867e-05
2016-08-10,-0.00035035984435598374
2016-08-11,0.0003910822626182948
2016-08-12,-0.00015154981117804873
2016-08-15,0.0006419895301084162
2016-08-16,-0.00027422592338594796
2016-08-17,0.00012847943097516457
2016-08-18,0.0005789078074455817
2016-08-19,-0.00041230939942170646
2016-08-22,-0.0005762607606275554
2016-08-23,0.0005221097626739262
2016-08-24,-0.000398840189168639
2016-08-25,0.00010751595037889063
2016-08-26,-0.00019130673185263275
2016-08-29,0.00041338705913302186
2016-08-30,-4.551444892563959e-06
2016-08-31,-0.0006837182009428143
2016-09-01,-0.0004830234547127105
2016-09-02,0.0006968843226453421
2016-09-05,6.0670729447697856e-05
2016-09-06,0.000580556750152472
2016-09-07,-0.00019409730557748327
2016-09-08,2.9956561175466433e-05
2016-09-09,-0.00199342144190371
2016-09-12,0.0012150088074938505
2016-09-13,-0.0015569320295214096
2016-09-14,-0.00016661645721722848
2016-09-15,0.0012949518172876648
2016-09-16,-0.00059171485481859
2016-09-19,0.000574650335920368
2016-09-20,-0.0003085236080958668
2016-09-21,0.0015494741938516744
2016-09-22,0.0012356356959371839
2016-09-23,-0.00039440637923403586
2016-09-26,-0.000995207839814669
2016-09-27,0.0008226789497531964
2016-09-28,0.0010836341315929642
2016-09-29,-0.0014254157486599714
2016-09-30,0.0016047610315415804
2016-10-04,-0.00024549769137430417
2016-10-05,0.0004752812725856599
2016-10-06,0.000225231724279351
2016-10-07,-1.3147423947528963e-05
2016-10-10,6.992069705708823e-05
2016-10-11,-0.0006477648661399583
2016-10-12,0.0001317662943800884
2016-10-13,-0.0002578014547026604
2016-10-14,0.0002546648595213329
2016-10-17,-0.0002006887543151201
2016-10-18,0.0005951553997845024
2016-10-19,0.0006731145366202977
2016-10-20,-9.18253982200676e-05
2016-10-21,7.213031041455988e-05
2016-10-24,8.526348549183596e-05
2016-10-25,-0.0004261257641827659
2016-10-26,-0.0003365853262971676
2016-10-27,-0.0003704940279917718
2016-10-28,-0.0007175361982180467
2016-10-31,-0.0004409082348979319
2016-11-01,-0.00035730300349181356
2016-11-02,-0.00021244124376419406
2016-11-03,-0.00028233452886819416
2016-11-04,-0.00014517428527849213
2016-11-07,0.0022744697190310425
2016-11-08,0.0003657050212057364
2016-11-09,0.0006049610582656027
2016-11-10,-0.0004953377425726504
2016-11-11,7.845322429394565e-06
2016-11-14,-0.0008733110113634223
2016-11-15,0.0016647391850639966
2016-11-16,-0.0006119367445418773
2016-11-17,0.00018808023776040747
2016-11-18,-0.0008439552504515619
2016-11-21,0.0006228248338588168
2016-11-22,0.0008307848571758242
2016-11-23,3.742295255723393e-07
2016-11-24,5.069059925548551e-06
2016-11-25,0.0004582879828880825
2016-11-28,-0.00027613660273902553
2016-11-29,0.00013611704890163445
2016-11-30,0.0003726960992951094
2016-12-01,-0.00033484662657703036
2016-12-02,0.00032865775732462634
2016-12-05,0.0005248774736362615
2016-12-06,0.0011202216987557347
2016-12-07,0.0007752394317900133
2016-12-08,-0.0003766149056731144
2016-12-09,0.0008971347482637775
2016-12-12,-0.0004914749810674544
2016-12-13,0.000145673811174782
2016-12-14,-0.000689970321161678
2016-12-15,0.00020843609787977524
2016-12-16,-6.337687257287384e-05
2016-12-19,0.0006117521685041693
2016-12-20,0.0005866497691373889
2016-12-21,0.00014171390022171183
2016-12-22,3.901465914533284e-05
2016-12-23,-0.00019556820667714076
2016-12-26,5.730391282700862e-05
2016-12-27,6.0799048552155e-05
2016-12-28,-0.0005937388591926318
2016-12-29,-4.496377374284369e-05
2016-12-30,0.00018981319795568016
2017-01-02,6.68613326660806e-05
2017-01-03,0.0009734662513744073
2017-01-04,0.0010900978785393688
2017-01-05,-0.00020006049579719134
2017-01-06,-0.0001939884577295777
2017-01-09,-0.00043630690225166847
2017-01-10,-0.0003139742941782188
2017-01-11,9.394088381912005e-05
2017-01-12,-0.00014912506712695092
